02.01.2010,3,6,30,31,32,43,2
09.01.2010,2,22,24,33,37,46,9
16.01.2010,6,7,12,17,18,34,4
23.01.2010,14,16,21,28,31,39,5
30.01.2010,11,13,17,34,46,49,7
06.02.2010,10,15,22,34,41,49,2
13.02.2010,5,11,15,20,36,48,2
20.02.2010,2,10,20,24,25,47,3
27.02.2010,4,6,26,30,33,45,7
06.03.2010,13,18,27,35,38,39,2
13.03.2010,10,15,23,24,27,35,9
20.03.2010,6,20,21,22,24,30,0
27.03.2010,4,10,14,36,45,49,8
03.04.2010,12,13,24,32,40,48,8
10.04.2010,2,3,8,34,37,47,9
17.04.2010,10,11,16,17,35,38,1
24.04.2010,7,12,26,29,45,46,1
01.05.2010,10,16,19,20,37,49,4
08.05.2010,16,31,36,39,40,49,8
15.05.2010,5,10,11,35,36,41,5
22.05.2010,12,13,19,39,43,49,9
29.05.2010,17,20,26,33,46,47,1
05.06.2010,5,21,28,32,43,46,8
12.06.2010,4,9,17,20,25,35,4
19.06.2010,13,14,21,22,41,42,6
26.06.2010,25,33,39,41,48,49,3
03.07.2010,1,13,27,45,46,47,8
10.07.2010,2,3,7,17,19,42,6
17.07.2010,7,11,20,29,36,49,7
24.07.2010,4,15,21,24,37,43,1
31.07.2010,22,24,25,34,46,49,7
07.08.2010,6,20,29,32,33,44,2
14.08.2010,4,8,14,30,32,43,5
21.08.2010,5,15,18,22,26,30,4
28.08.2010,4,6,22,31,35,40,7
04.09.2010,3,6,19,25,35,48,3
11.09.2010,26,28,39,41,43,48,8
18.09.2010,4,24,29,30,35,37,3
25.09.2010,1,2,4,12,25,46,1
02.10.2010,5,15,17,27,28,29,2
09.10.2010,11,12,15,19,21,22,9
16.10.2010,8,13,19,33,45,47,7
23.10.2010,8,9,23,29,34,43,8
30.10.2010,11,12,15,30,39,49,2
06.11.2010,4,14,17,18,33,34,3
13.11.2010,8,13,17,19,24,43,8
20.11.2010,4,17,29,32,33,34,5
27.11.2010,1,4,8,10,35,45,7
04.12.2010,13,18,24,37,41,48,2
11.12.2010,5,7,16,27,31,43,0
18.12.2010,4,16,21,39,40,42,3
25.12.2010,2,9,10,11,29,46,7
