05.01.2013,22,26,39,45,47,49,0
12.01.2013,7,10,11,15,43,48,8
19.01.2013,23,27,28,39,45,47,6
26.01.2013,12,28,31,33,36,37,4
02.02.2013,2,4,17,28,34,44,2
09.02.2013,5,20,22,26,29,47,5
16.02.2013,6,22,23,24,33,39,1
23.02.2013,17,26,35,44,46,49,2
02.03.2013,2,4,14,17,45,48,8
09.03.2013,2,12,14,20,39,47,7
16.03.2013,4,10,17,34,39,42,7
23.03.2013,9,16,30,37,41,49,2
30.03.2013,7,30,31,35,39,46,3
06.04.2013,5,7,17,30,32,34,0
13.04.2013,10,15,26,28,35,45,2
20.04.2013,6,28,31,36,38,48,9
27.04.2013,3,10,11,28,32,43,3
04.05.2013,5,7,11,21,22,48,8
11.05.2013,3,7,31,32,40,41,2
18.05.2013,1,2,16,20,22,32,6
25.05.2013,3,17,23,25,29,44,0
01.06.2013,2,13,28,30,32,36,1
08.06.2013,3,12,26,30,38,47,3
15.06.2013,6,14,16,25,43,49,1
22.06.2013,5,10,19,31,35,43,8
29.06.2013,7,22,28,36,43,44,9
06.07.2013,3,8,11,17,20,49,9
13.07.2013,3,18,28,29,38,48,1
20.07.2013,3,11,18,29,33,46,4
27.07.2013,11,20,30,31,34,40,0
03.08.2013,6,19,25,31,40,47,2
10.08.2013,3,9,17,31,36,39,7
17.08.2013,13,17,19,25,28,42,8
24.08.2013,2,6,25,27,29,30,3
31.08.2013,1,22,26,37,39,44,4
07.09.2013,12,22,24,37,41,43,9
14.09.2013,10,21,22,23,30,40,2
21.09.2013,8,13,22,32,40,43,8
28.09.2013,3,23,31,32,37,41,2
05.10.2013,3,9,12,35,44,48,5
12.10.2013,14,25,29,38,44,46,9
19.10.2013,4,10,14,24,38,40,5
26.10.2013,9,18,20,22,24,25,2
02.11.2013,9,12,15,19,24,38,5
09.11.2013,6,12,13,28,32,33,7
16.11.2013,9,19,24,39,42,43,4
23.11.2013,7,12,19,30,33,35,5
30.11.2013,1,24,30,33,39,47,7
07.12.2013,4,9,15,19,26,48,0
14.12.2013,5,6,17,19,27,38,3
21.12.2013,4,5,17,25,27,35,5
28.12.2013,6,9,10,22,32,43,3
