07.01.2012,22,24,29,33,37,47,2
14.01.2012,1,6,7,11,20,32,8
21.01.2012,26,27,43,45,46,49,4
28.01.2012,1,16,19,27,37,48,4
04.02.2012,10,15,24,27,40,45,5
11.02.2012,2,11,32,34,48,49,1
18.02.2012,3,13,25,27,40,47,5
25.02.2012,7,11,14,16,43,48,1
03.03.2012,4,22,24,33,40,48,9
10.03.2012,1,10,15,21,26,35,1
17.03.2012,3,7,23,33,42,43,2
24.03.2012,22,35,37,39,43,49,7
31.03.2012,1,25,26,27,40,43,5
07.04.2012,2,10,12,15,35,44,7
14.04.2012,26,29,37,39,42,48,8
21.04.2012,6,7,19,20,24,41,5
28.04.2012,11,17,20,33,37,47,0
05.05.2012,5,8,14,28,31,48,5
12.05.2012,13,18,30,31,34,36,9
19.05.2012,20,34,36,42,43,47,5
26.05.2012,5,11,15,34,44,48,4
02.06.2012,9,13,26,30,37,41,4
09.06.2012,10,15,17,22,28,31,9
16.06.2012,1,17,28,33,46,48,8
23.06.2012,11,13,19,27,33,39,4
30.06.2012,7,8,20,22,30,41,4
07.07.2012,6,10,29,30,43,49,2
14.07.2012,6,9,10,22,29,33,0
21.07.2012,4,24,26,31,38,40,0
28.07.2012,16,27,31,37,41,49,7
04.08.2012,15,18,22,23,38,40,8
11.08.2012,1,2,3,20,47,49,3
18.08.2012,5,16,28,32,34,40,4
25.08.2012,16,17,22,25,27,35,4
01.09.2012,3,6,7,16,26,48,5
08.09.2012,19,38,39,41,48,49,3
15.09.2012,6,8,9,34,41,48,0
22.09.2012,7,24,40,41,48,49,0
29.09.2012,1,4,20,34,39,41,0
06.10.2012,8,20,22,34,44,46,5
13.10.2012,9,10,36,37,42,43,8
20.10.2012,6,8,11,15,26,33,9
27.10.2012,11,23,33,39,44,46,9
03.11.2012,7,8,26,42,43,46,3
10.11.2012,2,3,25,28,38,49,1
17.11.2012,5,7,15,24,32,36,4
24.11.2012,2,12,23,28,32,48,3
01.12.2012,2,3,4,6,23,45,3
08.12.2012,15,19,27,34,42,48,6
15.12.2012,4,25,27,30,31,40,6
22.12.2012,11,23,32,38,44,49,4
29.12.2012,11,25,31,35,38,43,4
