03.01.2015,17,19,28,36,37,38,6
10.01.2015,5,11,19,20,32,43,6
17.01.2015,8,11,22,29,46,47,1
24.01.2015,1,7,18,27,37,47,8
31.01.2015,7,27,42,45,46,47,5
07.02.2015,12,13,14,23,25,47,9
14.02.2015,21,23,29,36,41,42,3
21.02.2015,3,18,31,35,41,42,1
28.02.2015,2,20,25,41,45,49,0
07.03.2015,1,6,7,16,19,41,5
14.03.2015,15,21,23,39,43,48,1
21.03.2015,3,4,5,19,30,41,1
28.03.2015,6,7,26,27,30,46,4
04.04.2015,12,20,23,28,34,43,8
11.04.2015,2,11,15,36,46,47,6
18.04.2015,3,5,14,17,39,44,7
25.04.2015,1,3,7,11,23,36,6
02.05.2015,3,6,7,9,18,45,9
09.05.2015,7,13,14,29,35,41,3
16.05.2015,14,15,16,34,40,47,5
23.05.2015,4,6,14,27,28,46,0
30.05.2015,2,3,11,24,31,44,0
06.06.2015,15,16,22,29,41,48,0
13.06.2015,1,4,5,18,26,43,0
20.06.2015,6,16,21,32,35,38,4
27.06.2015,3,19,28,29,33,41,7
04.07.2015,14,17,18,32,42,47,1
11.07.2015,11,19,20,30,35,42,9
18.07.2015,5,17,18,30,31,42,6
25.07.2015,4,17,30,41,46,47,6
01.08.2015,4,7,16,20,31,36,4
08.08.2015,7,13,29,36,42,48,0
15.08.2015,3,9,14,26,30,42,3
22.08.2015,2,3,26,44,45,46,7
29.08.2015,8,12,16,23,28,44,8
05.09.2015,1,12,13,22,43,47,1
12.09.2015,2,6,15,22,26,28,5
19.09.2015,8,12,17,29,37,44,3
26.09.2015,6,15,16,31,33,34,7
03.10.2015,18,31,32,33,40,41,8
10.10.2015,5,26,37,38,40,49,1
17.10.2015,9,10,19,23,28,41,0
24.10.2015,4,6,18,22,29,36,2
31.10.2015,7,9,17,26,29,40,9
07.11.2015,4,11,17,25,39,48,4
14.11.2015,1,8,24,29,31,48,3
21.11.2015,12,17,23,29,42,46,8
28.11.2015,3,6,10,24,37,47,1
05.12.2015,6,12,29,35,42,47,7
12.12.2015,1,3,6,24,31,43,6
19.12.2015,1,7,10,22,33,46,1
26.12.2015,9,15,19,22,40,41,5
